BBG_UNIQUE_CODE,TICKER,CPN,MATURITY,SERIES,NAME,SHORT_NAME,ISSUER_INDUnited State Of AmericaTRY,MARKET_SECTOR_DES,CPN_FREQ,CPN_TYP,MTY_TYP,caLC_TYP_DES,DAY_CNT,MARKET_ISSUE,COUNTRY,CRNCY,COLLAI_TYP,AMT_ISSUED,AMT_OUTSTANDING,MIN_PIECE,MIN_INCREMENT,PAR_AMT,LEAD_MGR,EXCH_CODE,REDEMP_VAL,ANNOUNCE_DT,FIRST_SETTLE_DT,FIRST_CPN_DT,INT_ACC_DT,ISSUE_DT,ISSUE_PX,ID_EUROCLEAR,ID_XTRAKIER,ID_SEDOL1,ID_SEDOL2,ID_CEDEL,ID_WERIPAPIER,ID_ISIN,ID_DUTCH,ID_VALOREN ,ID_FRENCH,ID_COMMON,ID_JAPAN,ID_BELGIUM,ID_DANISH,ID_AUnited State Of AmericaTRIAN,ID_LUXEMBOURG, ID_SWEDISH,ID_JAPAN_COMPANY,ID_SPAIN,ID_ITALY,ID_BB_COMPANY,ID_BB_SECURITY,ID_CUnited State Of AmericaIP,NXT_canadaLL_DT,NXT_canadaLL_PX,NXT_PAR_canadaLL_DT,NXT_PUT_DT,NXT_PUT_PX,NXT_PAR_PUT_DT,NXT_CPN_DT,NXT_SINK_DT,NXT_RE_DT,RIG_JCR,REFIX_FREQ,NXT_REFIX_DT,RESET_IDX,PFD_DVD_PAY_DT,PFD_EX_DVD_DT,PFD_RST_DVD,CV_COMMON_TICKER,CV_COMMON_TICKER_EXCH,CV_CNVS_RAIIO,CV_UNTIL,CV_CNVS_FEXCH_RI,CV_PROV_PX,canadaLLABLE ,SINKABLE,PUTABLE,ID_BB_PARENT_CO,PARENT_COMP_NAME ,PARENT_COMP_TICKER,CNTRY_OF_ INCORPORATION,BASIC_SPREAD,INDUnited State Of AmericaTRY_SECTOR,INDUnited State Of AmericaTRY_GROUP,INDUnited State Of AmericaTRY_SUBGROUP,COUNTRY_GUARANTOR,CNTRY_OF_DOMICILE,SECURITY_DES,144A_FLAG,FLT_BENCH_MULTIPLIER,SECURITY_TYP,CV_START_DT,GUARANTOR_NAME,PREV_CPN_DT,NXT_SINK_AMT,canadaLL_DISCRETE,PUT_DISCRETE,ID_BB_UNIQUE,LONG_COMP_NAME ,REDEMP_CRNCY,CPN_CRNCY,DTC_ELIGIBLE,STRUCTURED_NOTE,PCT_PAR_QUOTED,PCS_QUOTE_TYP,IS_UNIT_TRADED, IS_REVERSE_CONVERTIBLE,TRADE_CRNCY,BEARER,REGISTERED,canadaLLED ,canadaLLED_DT, ISSUER,canadaLL_FEAIURE,PUT_FEATURE,PENULTIMATE_CPN_DT,FLT_CPN_CONVENTION,CUR_CPN,FLOAIER,TRADE_STAIUnited State Of America,CDR_COUNTRY_CODE,CDR_SETTLE_CODE,SEASONING_STAIUnited State Of America,FINAL_MATURITY,PRVT_PLACE,canadaLC_TYP,REMOVAL_REASON,IS_PERPETUAL,IS_REGS,canadaLLED_PX,DEFAULTED,GILTS_EX_DVD_DT,MOST_RECENT_REPORIED_FACTOR,NXT_FACTOR_DT,OID_BOND,DELIVERY_TYP,ID_SEDOL3,ID_SEDOL4,ID_SEDOL5,SEDOL1_COUNTRY_ISO,SEDOL2_COUNTRY_ISO,SEDOL3_COUNTRY_ISO,SEDOL4_COUNTRY_ISO,SEDOL5_COUNTR Y_ISO,ID_MIC1,ID_MIC2,ID_MIC3,ID_MIC4,ID_MIC5,CV_SH_PAR,DUAL_CRNCY,EXTENDIBLE,EXCHANGEABLE,IS_SOFT_canadaLL,CV_MANDAIORY_CNVS,EU_SAVINGS_DIRECTIVE,ID_CUnited State Of AmericaIP_REAL,INDUnited State Of AmericaTRY_SUBG ROUP_NUM,SECURITY_TYP2,LAST_REFIX_DT,ISO_COUNTRY_GUARANTOR,DTC_REGISTERED,canadaLL_PARTIAL,CV_CNVS_PX,IS_CURRENT_GOVT,FIRST_canadaLL_DT_ISSUANCE,UNDL_ID_BB_UNIQUE,EST_CPN_FLAG,ID_BB_GUARANTOR, IS_DAY_PAYER,STEPUP_CPN,STEPUP_DT,canadaLC_MATURITY,ID_EXCH_SYMBOL ,CREDIT_ENHANCEMENTS,INSURANCE _STATUnited State Of America,JUNIOR,SENIOR,FLT_PAY_DAY,FLT_DAYS_PRIOR,INFLAIION_LINKED_INDIcanadaIOR,DAYS_IO_SETTLE,TYPE_OF_BOND,REFERENCE_INDEX,BASE_CPI,CFI_CODE,CPN_FREQ_YLD_CNV,DAY_PAYER_FREQ,EX_DIV_DAYS,EX_DIV_canadaLENDAR,CONTINGENT_CONVERSION,CONTRIB_DAIA_INDIcanadaIOR,SECURITY_FACTORABLE,ID_BB_GLOBAL,SINKING__FACTOR,SINK_SCHEDULE_AMI_TYP,INDUnited State Of AmericaTRY_GROUP_NUM,INDUnited State Of AmericaTRY_SECTOR_NUM,ISSUERS_STOCK,INFLAIION_LAG,MAKE_WHOLE_canadaLL_SPR EAD,ISSUER_BULK,ID_BB_SEC_NUM_DES,  FEED_SOURCE,ID_BB_GLOBAL_COMPANY,ID_BB_GLOBAL_COMPANY_NAME
COZP1618A748 Pfd,XIB,0,20220210, ,MACQUARIE P-1793 LG CHEM LTD,MACQUARIE P-1793 LG CHEM LTD,United State Of AmericaGN,Pfd, ,,AT MATURITY,NO canadaLC-FLOATE.RS,20,EURO MTN,canada ,EUR,SR UNSECURED,2500000,2500000,100000,10000,10000,RBcanadaN-sole,,100, , ,20210812, ,20211112,0.045, , ,432915,,,A2JNS5,IE0004329151, , , , , , , , , , , , , ,349057,195341532,912796L72, , , , , , , , , ,N.A.,  , , , , , , , , , , , ,N,N,N,218252,United States of Americanada,3352Z,United State Of America, ,Government,Sovereiqn,Sovereiqn, ,United State Of America,XIB 02/10/22, , ,United State Of America GOVERNMENT, , , , , , ,COZP1618A748,Royal Bank of canadanada/Toronto,GBP,GBP,Y,Y,,1,N,N,GBP,N,N,N, ,ROYAL BK canadaNADA TORONTO, , ,N.A., ,N .A.,Y,Y,canada,EN,Seasoned,20211111,N,198,MATURED,N,N, ,N, ,1, ,N, , , , ,N.A. ,N .A.,N.A.,N .A.,N.A., , , , , , ,N,N,N,N, ,Non-Grandfathered, ,675, ,20210211,N .A.,N, , ,N, , ,Y, ,N, , ,20211111, , ,N,N,Y,N .A.,O,N,2, , , ,DTVNGR,4, , , , ,Y,N,BBGOOY19VBJ5,1, ,20051,10008, ,N.A.,N .A.,ROYAL BK canadaNADA TORONTO,RY VO 11/11/21 0001,N .A.,BBG001H1BMK3,Royal Bank of canadanada/Toronto
COZP1619A749 Govt,RY,N .A.,20211111, ,UBS GOALS SERIES 85   ,UBS GOALS SERIES 85   ,BANK,Govt,,,AT MATURITY,NO canadaLC-FLOATE.RS,20,EURO MTN,canada ,GBP,SR UNSECURED,400000,400000,10000,10000,10000,RBcanadaN-sole,,100,20201028,20201111,20211111,20201111,20201111,100, , ,432904,,,,IE0004329045, , , ,224476680, , , , , , , , , ,7807776,188639607,BM1849769, , , , , , ,20211111, , ,N .A.,1, ,N/A, , , , , , , , , ,N,N,N,110411,Royal Bank of canadanada,RY,canada,O,Financial,Banks,Commer Banks Non-United State Of America,N .A.,canada,RY Float 11/11/21,N,1,EURO MTN, ,N .A.,20201111, , , ,COZP1619A749,European Stability Mechanism Treasury Bill,EUR,EUR,N,N,Y,1,N,N,EUR,N,N,N, ,ESM BILL, , , , , ,N,Y,EC,TE,Does Not Apply,20211111,N,7,MATURED,N,N, ,N, ,1, ,N, , , , ,N.A.,N .A.,N.A.,N .A.,N.A.,EBMX, ,XLUX,SEND, , ,N,N,N,N, ,Non-Grandfathered, ,458, , ,N.A.,N, , ,N, , , , ,N, , ,20211111,ESM 0.0 11/11/21, ,N,N,Y, , ,N,2, , , ,DYZCXB,1, , , , ,N,N,BBGOOY3WT4D7,1, ,20076,10010, ,N.A.,N .A.,ESM TBILL,ESMTB 0 11/11/21,EMTS,BBG003PGGR21,European Stability Mechanism Treasury Bill
COZP1620A750 Govt,RY,N .A.,20211111,1,MACQUARIE P-1814 HONAM PERTROCHEMIcanadaL CORP,MACQUARIE P-1814 HONAM PERTROCHEMIcanadaL CORP,BANK,Govt,4,,AT MATURITY,INTE.REST@MTY,2,EURO NON-DOLLAR,S.nat,EUR,BILLS,1490470000,1490470000,0.01,0.01,0.01, ,,100,20201028,20201111,20210211,20201111,20201111,100, , ,483292,,,A1V6YG,IE0004832923, , , ,224476698, ,,,,,, , , , ,7807776,BM1849785, , , , , , ,20210211, , ,N .A.,4, ,N/A, , , , , , , , , ,N,N,N,110411,Royal Bank of canadanada,RY,canada,O,Financial,Banks,Commer Banks Non-United State Of America,N .A.,canada,RY Float 11/11/21,N,1,EURO MTN, ,N .A.,20201111, ,N,,COZP1620A750,Abstainers Insurance Co,canadaD,canadaD,N,N,N,1,Y,N,canadaD, , ,N, ,h1AS ABSTAINERS INSURANCE,Anytime, , , , ,N,Y,canada,canada, , ,N,57, ,Y,N, ,N,20220326,1, ,N, , , , ,N.A.,N .A.,N.A.,N .A.,N.A., , , , , , ,N,N,N,N, , ,3864402,165,Preferred Stock, ,N .A.,N, , ,N,19881231, , , ,N, , ,21701015, , , ,N,N, , ,N,2, , , ,N.A.,2, ,,,, ,N,BBG000003790,1, ,20055,10008, ,N .A.,N.A.,WAS ABSTAINERS INSURANCE,ABSTNR 10 PERP A,N.A.,BBG001FL38X7,Abstainers Insurance Co
COZP1621A751 Corp,ESMTB,20.06,20211111, ,MACQUARIE P-1815 FORMOSA CHEMIcanadaLS 7 FIBRE,MACQUARIE P-1815 FORMOSA CHEMIcanadaLS 7 FIBRE,SUPRA-NATIONAL,Corp, ,,PERP/canadaLL,TYPE PRFD,6,PUBLIC,canada,canadaD,NEW MONEY,120000,93080,10,10,10, ,,10,20201106,20201112, , ,20201112,100.60574, , ,7224698,,, ,FR0000001737, , , ,225673284, , , , , , , , , ,33508530,189148450,BM3243326, , , , , , , , , ,N .A., , , , , , , , , , , , ,N,N,N,32208894,European Stability Mechanism,5701540,S.nat, ,Government,Sovereign,Sovereign Agency,N .A.,LU,ESMTB 0 11/11/21,N, ,EURO NON-DOLLAR, ,N .A., , , , ,COZP1621A751,Advanced Energy Recovery Inc,United State Of AmericaD,United State Of AmericaD,Y,N,N,1,Y,N,United State Of AmericaD, , ,N, ,ADVANCED FINANCIAL INC,Anytime, , , , ,N,Y,United State Of America,United State Of America, , ,N,57, ,Y,N, ,N,20211227,1, ,N,DTC, , ,,N .A.,N .A.,N .A.,N .A.,N .A., , , , , ,1,N,N,N,N,Optionally, ,00753J404,135,Preferred Stock, ,N .A.,Y, ,4,N,19920611,EQ0010229700001000, , ,N, ,,21700110,,, ,N,N,, ,N,2,,, ,EPXXXX,4, ,, ,N, ,N,BBG000004VJ5,1, ,20048,10007,Y,N .A.,N .A.,ADVANCED FINANCIAL INC,AVFI 10.5 PERP B,United State Of America,BBG001FFOCG3,"Advanced Energy Recovery Inc						"
COZP1622A752 Pfd,ABSTNR,20.432, ,A,UBS GOALS SERIES 43   ,UBS GOALS SERIES 43   ,INDUnited State Of AmericaTRIAL,Pfd,2,,CONV/canadaLL/PERP,TYPE PRFD,5,PUBLIC,United State Of America,United State Of AmericaD,NEW MONEY,400000,363000,100,100,4,VTR canadaPITAL,,4, , , ,19880926, , , , ,7135637,,, ,FR0000001893, , , , , , , , , , , , , ,239354,500000,3864402,20211213,10,20211213, , , ,20220415, , ,N.A., , , ,19881015,19880926,10, , , , , , ,Y,N,N, , , ,canada, ,Financial,Insurance,Multi-line Insurance,N .A.,United State Of America,ABSTNR 10 PERP,N, ,PUBLIC, ,N .A.,20211015, ,N, ,COZP1622A752,Alabama Power Co,United State Of AmericaD,United State Of AmericaD,Y,N,N,1,Y,N,United State Of AmericaD, , ,N, ,ALABA11A POWER CO,Anytime, , , , ,N,Y,United State Of America,United State Of America, , ,N,57, ,Y,N, ,N,20211216,1, ,N,DTC, , , ,United State Of America,N .A .,N .A .,N .A .,N .A .,OOTC, , , , , ,N,N,N,N, , ,10392306,265,Preferred Stock, ,N .A .,Y,FOLL OR PART , ,N,19630515, , , ,N, , ,21700101,APRCP, , ,N,N, , ,N,2, , , ,EPXXXX,4, ,16, , , ,N,BBG0000012N7,1, ,20110,10014, ,N .A.,N .A .,ALABA11A POWER CO,SO 4.52 PERP,United State Of America,BBG001FB3NX3,Alabama Power Co 
COZP1623A753 Govt,AVFI,20.804, ,B,UBS GOALS SERIES 45   ,UBS GOALS SERIES 45   ,FINANCIAL,Govt,4,,PERP/canadaLL,TYPE PRFD,5,PUBLIC,United State Of America,United State Of AmericaD,NEW MONEY ,50000,50000,100,100,100, ,,100,19920604,19920611, ,19951227,19920611,4,, ,7224706,,, ,FR0000001752, ,"		","	", ,,, ,"	",,,"	","	", ,102297,500000,00753J404,20211213,4,20211213,, ,  ,20220110,,  ,N .A.,, ,  ,19960110,19951227,10.5,AVRC,AVRC United State Of America Equity,1, ,"		","	",Y,N,N, ,"	  ",,United State Of America,,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,N .A.,United State Of America,AVFI 10 1/2 PERP,N, ,PUBLIC,19920611,N .A.,20211010, ,N, ,COZP1623A753,Alabama Power Co,United State Of AmericaD,United State Of AmericaD,N,N,,1,Y,N,United State Of AmericaD, , ,N, ,ALABA11A POWER CO,Anytime, , , , ,N,Y,United State Of America,United State Of America, , ,N,57, ,Y,N, ,N,20211216,1, ,N,DTC,,, ,United State Of America,N .A .,N .A .,N .A .,N .A .,OOTC, , , , , ,N,N,N,N, , ,10392405,265,Preferred Stock, ,N .A .,Y,FOLL OR PART , ,N,19501024, , , ,N, , ,21700101,ALPVN, , ,N,N, , ,N,2, , , ,EPXXXX,4, ,16, , , ,N,BBG0000012W7,1, ,20110,10014, ,N .A.,N .A .,ALABA11A POWER CO,SO 4.6 PERP AP,United State Of America,BBG001FB3NX3,"Alabama Power Co						"
COZP1624A754 Corp,S0,21.176, , ,UBS GOALS SERIES 47   ,UBS GOALS SERIES 47   ,UTILITY - ELEC,Corp,4,,PERP/canadaLL,TYPE PRFD,5,PUBLIC,United State Of America,United State Of AmericaD,NEW MONEY ,100000,100000,100,100,100, ,,100,19630510,19630515, ,20211216,19630515,101.8,,  ,7224676,,,A2SB95,FR0000001745, ,904002,,  , , ,,,,, , , ,171317,500062,10392306,20211213,102.93, , , , ,20220101, , ,N .A ., , , ,20220101,20211216,4.52, , , , , , ,Y,N,N,101370,Southern Co/The,SO,United State Of America, ,Utilities,Electric,Electric-Integrated,N .A .,United State Of America,SO 4.52 PERP,N, ,PUBLIC, ,N .A .,20211001, ,N, ,COZP1624A754,United States Treasury Bill,United State Of AmericaD,United State Of AmericaD, , ,Y,2,N, ,United State Of AmericaD,N.A.,N .A.,N, ,TREASURY BILL, , , , , ,N,Y,United State Of America,United State Of America, ,20211112,N .A.,5,N.A., ,N, , , , , ,Y, , , , ,N .A.,N.A.,N .A.,N.A.,N .A., , , , , , ,N, ,N.A.,N, ,Non-Grandfathered,912796H51,459,Bill, , , , , ,N, , , , ,N, , ,20211112, , , , , , , ,N,1, , , ,:)BZIFR, , , , , , ,N,BBG010VMHVX2, , ,20076,10010, ,N .A., ,TREASURY BILL,B 0 11/12/21,BGN,BBG001FN4MX1,United States Treasury Bill
COZP1625A755 Pfd,S0,21.548, ,AP,UBS GOALS SERIES 49   ,UBS GOALS SERIES 49   ,UTILITY - ELEC,Pfd,4,,NORMAL,D ISCOUNT,2,United State Of America GOVI,United State Of America,United State Of AmericaD, ,1.19769,1.19769,100,100,100, ,,100,19501020,19501024, ,20211216,19501024,102.2,,  ,7151020,,, ,FR0000001885, ,904004, , , ,,,, , , ,, ,171317,10392405,20211213,,104.2,,,, ,20220101,, ,N .A .,,, ,20220101,20211216,4.6,,,,,, ,Y,N,N,101370,Southern Co/The,SO,United State Of America, ,Utilities,Electric,Electric-Integrated,N .A .,United State Of America,SO 4.6 PERP,N, ,PUBLIC, ,N .A .,20211001, ,N, ,COZP1625A755,United States Treasury Bill - h1I Post Auction,United State Of AmericaD,United State Of AmericaD, , ,Y,2,N, ,United State Of AmericaD,N.A.,N .A.,N, ,WI TSY BILL, , , , , ,N,Y,United State Of America,United State Of America, ,20220210,N .A.,5, , ,N, , , , , ,Y, , , , ,N.A.,N .A.,N.A.,N .A.,N.A., , , , , , ,N, ,N.A.,N, ,Non-Grandfathered,9999X03M7,459,Bill, , , , , ,N, , , , ,N, , ,20220210, , , , , , , ,N,1, , , ,N .A., , , , , , ,N,BBG012248XKO, , ,20076,10010, ,N.A., ,WI TSY BILL,XIB 0 02/10/22,BGN,BBG001FN4N05,United States Treasury Bill - WI Post Auction
COZP1626A756 Govt,B,0,20211112, ,UBS GOALS SERIES 54   ,UBS GOALS SERIES 54   ,United State Of AmericaGN,Govt, ,,NORMAL,D ISCOUNT,2,United State Of America GOVI,United State Of America,United State Of AmericaD, ,1.19769,1.19769,100,100,100, ,,100, , , , ,20210513,0.05, , ,7208603,,,  ,FR0000001703, , , , , , , , , , , , , ,349054,192941319,912796851, , , , , , , , , ,N .A., , , , , , , , , , , , ,N,N,N,218252,United States of Americanada,3352Z,United State Of America, ,Government,Sovereiqn,Sovereiqn, ,United State Of America,B 11/12/21, , ,United State Of America GOVERNMENT, , , , , , ,COZP1626A756,Royal Bank of canadanada/Toronto,EUR,EUR,N,Y,Y,1,N,N,EUR,N,N,N, ,ROYAL BK canadaNADA TORONTO, , ,N.A., ,N .A.,Y,Y,canada,TE,Seasoned,20211111,N,198,MATURED,N,N, ,N, ,1, ,N, , , , ,N.A. ,N .A.,N.A.,N .A.,N.A., , , , , , ,N,N,N,N, ,Non-Grandfathered, ,675, ,20211111,N .A.,N, , ,N, , ,Y, ,N, , ,20211111, , ,N,N,Y,N .A.,O,N,2, , , ,DTVNFR,1, , , , ,Y,N,BBGOOY19VB50,1, ,20051,10008, ,N.A.,N .A.,ROYAL BK canadaNADA TORONTO,RY VO 11/11/21,N.A.,BBG001H1BMK3,Royal Bank of canadanada/Toronto
COZP1627A757 Corp,XIB,0,20220210, ,UBS GOALS SERIES 57   ,UBS GOALS SERIES 57   ,United State Of AmericaGN,Corp, ,,NORMAL,D ISCOUNT,2,United State Of America GOVI,United State Of America,United State Of AmericaD, ,60232000000,60232000000,100,100, , ,,100, , ,20210812, ,20211112,0.045, , ,7208595,,,  ,FR0000001695, , , , , , , , , , , , , ,349057,195341532,912796L72, , , , , , , , , ,N.A.,  , , , , , , , , , , , ,N,N,N,218252,United States of Americanada,3352Z,United State Of America, ,Government,Sovereiqn,Sovereiqn, ,United State Of America,XIB 02/10/22, , ,United State Of America GOVERNMENT, , , , , , ,COZP1627A757,Royal Bank of canadanada/Toronto,GBP,GBP,Y,Y,,1,N,N,GBP,N,N,N, ,ROYAL BK canadaNADA TORONTO, , ,N.A., ,N .A.,Y,Y,canada,EN,Seasoned,20211111,N,198,MATURED,N,N, ,N, ,1, ,N, , , , ,N.A. ,N .A.,N.A.,N .A.,N.A., , , , , , ,N,N,N,N, ,Non-Grandfathered, ,675, ,20210211,N .A.,N, , ,N, , ,Y, ,N, , ,20211111, , ,N,N,Y,N .A.,O,N,2, , , ,DTVNGR,4, , , , ,Y,N,BBGOOY19VBJ5,1, ,20051,10008, ,N.A.,N .A.,ROYAL BK canadaNADA TORONTO,RY VO 11/11/21 0001,N .A.,BBG001H1BMK3,Royal Bank of canadanada/Toronto
COZP1628A758 Pfd,RY,N .A.,20211111, ,UBS GOALS SERIES 59   ,UBS GOALS SERIES 59   ,BANK,Pfd,,,AT MATURITY,NO canadaLC-FLOATE.RS,20,EURO MTN,canada ,EUR,SR UNSECURED,2500000,2500000,100000,10000,10000,RBcanadaN-sole,,100,20201028,20201111,20211111,20201111,20201111,100, , ,7234426,,,A2JNS5,FR0000001794, , , ,224476680, , , , , , , , , ,7807776,188639607,BM1849769, , , , , , ,20211111, , ,N .A.,1, ,N/A, , , , , , , , , ,N,N,N,110411,Royal Bank of canadanada,RY,canada,O,Financial,Banks,Commer Banks Non-United State Of America,N .A.,canada,RY Float 11/11/21,N,1,EURO MTN, ,N .A.,20201111, , , ,COZP1628A758,European Stability Mechanism Treasury Bill,EUR,EUR,N,N,Y,1,N,N,EUR,N,N,N, ,ESM BILL, , , , , ,N,Y,EC,TE,Does Not Apply,20211111,N,7,MATURED,N,N, ,N, ,1, ,N, , , , ,N.A.,N .A.,N.A.,N .A.,N.A.,EBMX, ,XLUX,SEND, , ,N,N,N,N, ,Non-Grandfathered, ,458, , ,N.A.,N, , ,N, , , , ,N, , ,20211111,ESM 0.0 11/11/21, ,N,N,Y, , ,N,2, , , ,DYZCXB,1, , , , ,N,N,BBGOOY3WT4D7,1, ,20076,10010, ,N.A.,N .A.,ESM TBILL,ESMTB 0 11/11/21,EMTS,BBG003PGGR21,European Stability Mechanism Treasury Bill
COZP1629A759 Govt,RY,N .A.,20211111,1,UBS GOALS SERIES 61   ,UBS GOALS SERIES 61   ,BANK,Govt,4,,AT MATURITY,NO canadaLC-FLOATE.RS,20,EURO MTN,canada ,GBP,SR UNSECURED,400000,400000,10000,10000,10000,RBcanadaN-sole,,100,20201028,20201111,20210211,20201111,20201111,100, , ,B09XCQ9,,,,FR0010149880, , , ,224476698, ,,,,,, , , , ,7807776,BM1849785, , , , , , ,20210211, , ,N .A.,4, ,N/A, , , , , , , , , ,N,N,N,110411,Royal Bank of canadanada,RY,canada,O,Financial,Banks,Commer Banks Non-United State Of America,N .A.,canada,RY Float 11/11/21,N,1,EURO MTN, ,N .A.,20201111, ,N,,COZP1629A759,Abstainers Insurance Co,canadaD,canadaD,N,N,N,1,Y,N,canadaD, , ,N, ,h1AS ABSTAINERS INSURANCE,Anytime, , , , ,N,Y,canada,canada, , ,N,57, ,Y,N, ,N,20220326,1, ,N, , , , ,N.A.,N .A.,N.A.,N .A.,N.A., , , , , , ,N,N,N,N, , ,3864402,165,Preferred Stock, ,N .A.,N, , ,N,19881231, , , ,N, , ,21701015, , , ,N,N, , ,N,2, , , ,N.A.,2, ,,,, ,N,BBG000003790,1, ,20055,10008, ,N .A.,N.A.,WAS ABSTAINERS INSURANCE,ABSTNR 10 PERP A,N.A.,BBG001FL38X7,Abstainers Insurance Co
COZP1630A760 Govt,ESMTB,21.92,20211111, ,UBS GOALS SERIES 68   ,UBS GOALS SERIES 68   ,SUPRA-NATIONAL,Govt, ,,AT MATURITY,INTE.REST@MTY,2,EURO NON-DOLLAR,S.nat,EUR,BILLS,1490470000,1490470000,0.01,0.01,0.01, ,,100,20201106,20201112, , ,20201112,100.60574, , ,7224687,,,A1V6YG,FR0000001687, , , ,225673284, , , , , , , , , ,33508530,189148450,BM3243326, , , , , , , , , ,N .A., , , , , , , , , , , , ,N,N,N,32208894,European Stability Mechanism,5701540,S.nat, ,Government,Sovereign,Sovereign Agency,N .A.,LU,ESMTB 0 11/11/21,N, ,EURO NON-DOLLAR, ,N .A., , , , ,COZP1630A760,Advanced Energy Recovery Inc,United State Of AmericaD,United State Of AmericaD,Y,N,N,1,Y,N,United State Of AmericaD, , ,N, ,ADVANCED FINANCIAL INC,Anytime, , , , ,N,Y,United State Of America,United State Of America, , ,N,57, ,Y,N, ,N,20211227,1, ,N,DTC, , ,,N .A.,N .A.,N .A.,N .A.,N .A., , , , , ,1,N,N,N,N,Optionally, ,00753J404,135,Preferred Stock, ,N .A.,Y, ,4,N,19920611,EQ0010229700001000, , ,N, ,,21700110,,, ,N,N,, ,N,2,,, ,EPXXXX,4, ,, ,N, ,N,BBG000004VJ5,1, ,20048,10007,Y,N .A.,N .A.,ADVANCED FINANCIAL INC,AVFI 10.5 PERP B,United State Of America,BBG001FFOCG3,"Advanced Energy Recovery Inc						"
COZP1631A761 Corp,ABSTNR,22.292, ,A,UBS GOALS SERIES 70   ,UBS GOALS SERIES 70   ,INDUnited State Of AmericaTRIAL,Corp,2,,PERP/canadaLL,TYPE PRFD,6,PUBLIC,canada,canadaD,NEW MONEY,120000,93080,10,10,10, ,,10, , , ,19880926, , , , ,7234404,,, ,FR0000001646, , , , , , , , , , , , , ,239354,500000,3864402,20211213,10,20211213, , , ,20220415, , ,N.A., , , ,19881015,19880926,10, , , , , , ,Y,N,N, , , ,canada, ,Financial,Insurance,Multi-line Insurance,N .A.,United State Of America,ABSTNR 10 PERP,N, ,PUBLIC, ,N .A.,20211015, ,N, ,COZP1631A761,Alabama Power Co,United State Of AmericaD,United State Of AmericaD,Y,N,N,1,Y,N,United State Of AmericaD, , ,N, ,ALABA11A POWER CO,Anytime, , , , ,N,Y,United State Of America,United State Of America, , ,N,57, ,Y,N, ,N,20211216,1, ,N,DTC, , , ,United State Of America,N .A .,N .A .,N .A .,N .A .,OOTC, , , , , ,N,N,N,N, , ,10392306,265,Preferred Stock, ,N .A .,Y,FOLL OR PART , ,N,19630515, , , ,N, , ,21700101,APRCP, , ,N,N, , ,N,2, , , ,EPXXXX,4, ,16, , , ,N,BBG0000012N7,1, ,20110,10014, ,N .A.,N .A .,ALABA11A POWER CO,SO 4.52 PERP,United State Of America,BBG001FB3NX3,Alabama Power Co 
COZP1632A762 Pfd,AVFI,22.664, ,B,UBS GOALS SERIES 74   ,UBS GOALS SERIES 74   ,FINANCIAL,Pfd,4,,CONV/canadaLL/PERP,TYPE PRFD,5,PUBLIC,United State Of America,United State Of AmericaD,NEW MONEY,400000,363000,100,100,4,VTR canadaPITAL,,4,19920604,19920611, ,19951227,19920611,4,, ,7234437,,, ,FR0000001778, ,"		","	", ,,, ,"	",,,"	","	", ,102297,500000,00753J404,20211213,4,20211213,, ,  ,20220110,,  ,N .A.,, ,  ,19960110,19951227,10.5,AVRC,AVRC United State Of America Equity,1, ,"		","	",Y,N,N, ,"	  ",,United State Of America,,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,N .A.,United State Of America,AVFI 10 1/2 PERP,N, ,PUBLIC,19920611,N .A.,20211010, ,N, ,COZP1632A762,Alabama Power Co,United State Of AmericaD,United State Of AmericaD,N,N,,1,Y,N,United State Of AmericaD, , ,N, ,ALABA11A POWER CO,Anytime, , , , ,N,Y,United State Of America,United State Of America, , ,N,57, ,Y,N, ,N,20211216,1, ,N,DTC,,, ,United State Of America,N .A .,N .A .,N .A .,N .A .,OOTC, , , , , ,N,N,N,N, , ,10392405,265,Preferred Stock, ,N .A .,Y,FOLL OR PART , ,N,19501024, , , ,N, , ,21700101,ALPVN, , ,N,N, , ,N,2, , , ,EPXXXX,4, ,16, , , ,N,BBG0000012W7,1, ,20110,10014, ,N .A.,N .A .,ALABA11A POWER CO,SO 4.6 PERP AP,United State Of America,BBG001FB3NX3,"Alabama Power Co						"
