cpn,NAME,crncy,bearer,junior,senior,series,ticker, ISSUER,country,cpn_typ,cur_cpn,day_cnt,floaier,id_isin,id_mic1,id_mic2,id_mic3,id_mic4,id_mic5,is_regs,mty_typ,par_amt,putable,rig_jcr,base_cpi,cfi_code,cpn_freq,cv_until,id_cedel,id_dutch,id_italy,id_japan,id_spain,issue_dt,issue_px,lead_mgr,maturity,oid_bond,sinkable,144A_FLAG,cpn_crncy,cv_sh_par,defaulted,exch_code,id_common,id_danish,id_french,id_sedol1,id_sedol2,id_sedol3,id_sedol4,id_sedol5,min_piece,nxt_re_dt,reset_idx,stepup_dt,amt_issued,collai_typ,cv_cnvs_px,cv_prov_px,dual_crncy,extendible,id_belgium,int_acc_dt,nxt_cpn_dt,nxt_put_dt,nxt_put_px,prvt_place,redemp_val,refix_freq,registered,short_name,stepup_cpn, ID_SWEDISH,announce_dt,cv_start_dt,ex_div_days,flt_pay_day,ID_VALOREN ,id_xtrakier,issuer_bulk,nxt_sink_dt,pfd_rst_dvd,prev_cpn_dt,put_feature,trade_crncy,canadaLLED ,basic_spread,delivery_typ,dtc_eligible,est_cpn_flag,exchangeable,first_cpn_dt,id_bb_global,id_bb_unique,id_euroclear,is_perpetual,market_issue,nxt_refix_dt,nxt_sink_amt,put_discrete,redemp_crncy,security_des,security_typ,type_of_bond,calc_typ_des,canadalc_typ,  FEED_SOURCE, IS_DAY_PAYER,cv_cnvs_raiio,id_bb_company,id_luxembourg,id_weripapier,inflaiion_lag,issuers_stock,last_refix_dt,min_increment,nxt_factor_dt,pcs_quote_typ,pfd_ex_dvd_dt,security_typ2,canadaLLABLE ,canadalled_dt,canadalled_px,days_io_settle,day_payer_freq,dtc_registered,final_maturity,flt_days_prior,guarantor_name,id_bb_security,is_unit_traded,nxt_par_put_dt,pct_par_quoted,pfd_dvd_pay_dt,removal_reason,amt_outstanding,bbg_unique_code,cdr_settle_code,first_settle_dt,gilts_ex_dvd_dt,id_bb_guarantor,id_bb_parent_co,ID_EXCH_SYMBOL ,is_current_govt,LONG_COMP_NAME ,nxt_canadall_dt,nxt_canadall_px,reference_index,sinking__factor,structured_note,cdr_country_code,cpn_freq_yld_cnv,cv_cnvs_fexch_ri,cv_common_ticker,id_japan_company,is_soft_canadall,canadall_feaiure,canadall_partial,cntry_of_domicile,country_guarantor,cv_mandaiory_cnvs,id_bb_sec_num_des,market_sector_des,PARENT_COMP_NAME ,undl_id_bb_unique,canadalc_maturity,canadall_discrete,flt_cpn_convention,parent_comp_ticker,penultimate_cpn_dt,sedol1_country_iso,sedol2_country_iso,sedol3_country_iso,sedol4_country_iso,credit_enhancements,ex_div_canadalendar,nxt_par_canadall_dt,security_factorable,SEDOL5_COUNTR Y_ISO,eu_savings_directive,flt_bench_multiplier,id_bb_global_company,contingent_conversion,cv_common_ticker_exch,iso_country_guarantor,sink_schedule_ami_typ, IS_REVERSE_CONVERTIBLE,CNTRY_OF_ INCORPORATION,id_bb_global_company_name,contrib_daia_indicanadaior,first_canadall_dt_issuance,MAKE_WHOLE_canadaLL_SPR EAD,most_recent_reporied_factor,ID_CUnited State Of AmericaIP,inflaiion_linked_indicanadaior,ID_AUnited State Of AmericaTRIAN,TRADE_STAIUnited State Of America,ID_CUnited State Of AmericaIP_REAL,INDUnited State Of AmericaTRY_GROUP,INDUnited State Of AmericaTRY_SECTOR,ISSUER_INDUnited State Of AmericaTRY,SEASONING_STAIUnited State Of America,INDUnited State Of AmericaTRY_SUBGROUP,INSURANCE _STATUnited State Of America,INDUnited State Of AmericaTRY_GROUP_NUM,INDUnited State Of AmericaTRY_SECTOR_NUM,INDUnited State Of AmericaTRY_SUBG ROUP_NUM,_airbyte_ab_id,_airbyte_emitted_at,_airbyte_normalized_at,_airbyte_finalop_hashid
0,MACQUARIE P-2482 CS EQUITY,United State Of AmericaD,N.A., , , ,B,WI TSY BILL,United State Of America,, ,2,N,IE00B40CXD70, , , , , ,N,NORMAL,100,N,N .A., ,N .A., , ,, , , , ,20210513,0.05, ,20211112,Y,N, ,United State Of AmericaD, , ,, , , ,B40CXD7,, , , ,100, , , ,1.19769, , , ,N, , , , , , ,N .A.,100, ,N .A.,MACQUARIE P-2482 CS EQUITY, , , , , , , , ,WI TSY BILL, , , , ,United State Of AmericaD,N, , , , ,N.A., ,BBG012248XKO,COZP1806A936, , ,United State Of America GOVI, , , ,United State Of AmericaD,B 11/12/21,United State Of America GOVERNMENT, ,D ISCOUNT,5,BGN,N, ,349054, ,  ,N.A., , ,100, ,2, ,Bill,N, , ,1, , ,20220210, , ,192941319,N, ,Y, , ,1.19769,COZP1806A936 Govt,United State Of America, , , ,218252, ,N,United States Treasury Bill - h1I Post Auction, , , , , ,United State Of America, , , , ,N, , ,United State Of America, , ,XIB 0 02/10/22,Govt,United States of Americanada, ,20220210, , ,3352Z, ,N.A.,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered, ,BBG001FN4N05, , , , , ,United State Of America,United States Treasury Bill - WI Post Auction, , , , ,912796851,N, ,Y,9999X03M7,Sovereiqn,Government,United State Of AmericaGN, ,Sovereiqn, ,20076,10010,459,ca879856-9234-4063-aad6-e2c41bfaab88,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,6f0a5f7c185648c41b0275a4db078932
0,MACQUARIE P-2483 IN EQUITY,United State Of AmericaD,N,N,Y, ,XIB,ROYAL BK canadaNADA TORONTO,United State Of America,,N .A.,2,Y,IE00B57YXK00, , , , , ,N,NORMAL, ,N,N.A., ,DTVNFR, , ,, , , , ,20211112,0.045, ,20220210,N,N, ,EUR, ,N,, , , ,B57YXK0,, , , ,100, , , ,60232000000, , , ,N,N, , , , , ,N,100,  ,N,MACQUARIE P-2483 IN EQUITY, , , , , ,N .A., , ,ROYAL BK canadaNADA TORONTO, , , , ,EUR,N, , ,N,Y,N,20210812,BBGOOY19VB50,COZP1807A937, ,N,United State Of America GOVI, , , ,EUR,XIB 02/10/22,United State Of America GOVERNMENT, ,D ISCOUNT,198,N.A.,N, ,349057, ,A2JNS5,N.A., ,20211111,100, ,1, , ,N, , ,2, ,N,20211111,O, ,195341532,N, ,Y, ,MATURED,60232000000,COZP1807A937 Corp,TE, , , ,218252, ,N,Royal Bank of canadanada/Toronto, , , ,1,Y,canada,1, , , ,N, , ,United State Of America, , ,RY VO 11/11/21,Corp,United States of Americanada, ,20211111, , ,3352Z,N.A.,N.A. ,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered, ,BBG001H1BMK3, , ,N .A., ,N,United State Of America,Royal Bank of canadanada/Toronto,Y, ,N .A.,1,912796L72,N, ,Y, ,Sovereiqn,Government,United State Of AmericaGN,Seasoned,Sovereiqn,N,20051,10008,675,7fae7c1d-ce6e-4edb-afbb-1690344b8514,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,444c2394a6050482475f84491fd42f3b
N .A.,UBS GOALS SERIES 149   ,EUR,N,N,Y, ,RY,ROYAL BK canadaNADA TORONTO,canada ,,N .A.,20,Y,IE00B4K4TH96, , , , , ,N,AT MATURITY,10000,N,N .A., ,DTVNGR,, ,, , , , ,20201111,100,RBcanadaN-sole,20211111,N,N,N,GBP, ,N,,224476680, , ,B4K4TH9,, , , ,100000, ,, ,2500000,SR UNSECURED, , ,N,N, ,20201111,20211111, , ,N,100,1,N,UBS GOALS SERIES 149   , , ,20201028, , ,N .A., , ,ROYAL BK canadaNADA TORONTO, , ,20201111, ,GBP,N,O, ,Y,Y,N,20211111,BBGOOY19VBJ5,COZP1808A938, ,N,EURO MTN, , , ,GBP,RY Float 11/11/21,EURO MTN, ,NO canadaLC-FLOATE.RS,198,N .A.,N, ,7807776, ,,N.A., ,20210211,10000, ,1, , ,N, , ,2, ,N,20211111,O,N .A.,188639607,N, ,, ,MATURED,2500000,COZP1808A938 Pfd,EN,20201111, , ,110411, ,N,Royal Bank of canadanada/Toronto, , , ,1,Y,canada,4, , , ,N, , ,canada,N .A., ,RY VO 11/11/21 0001,Pfd,Royal Bank of canadanada, ,20211111, , ,RY,N.A.,N.A. ,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered,1,BBG001H1BMK3, , ,N .A., ,N,canada,Royal Bank of canadanada/Toronto,Y, ,N .A.,1,BM1849769,N, ,Y, ,Banks,Financial,BANK,Seasoned,Commer Banks Non-United State Of America,N,20051,10008,675,d27cd174-cc0c-4433-b20d-b9854bc14f34,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,4ad800271833bd64d1df90b2adfc808d
N .A.,MACQUARIE P-2330 TT EQUITY,GBP,N,N,Y,1,RY,ESM BILL,canada ,, ,20,N,IE00B46G1J56,EBMX, ,XLUX,SEND, ,N,AT MATURITY,10000,N,N .A., ,DYZCXB,4, ,, , , , ,20201111,100,RBcanadaN-sole,20211111,N,N,N,EUR, ,N,,224476698,, ,B46G1J5,, , , ,10000, ,, ,400000,SR UNSECURED, , ,N,N,,20201111,20210211, , ,N,100,4,N,MACQUARIE P-2330 TT EQUITY, ,,20201028, , , , , ,ESM TBILL, , ,20201111, ,EUR,N,O, ,N, ,N,20210211,BBGOOY3WT4D7,COZP1809A939, ,N,EURO MTN, , ,,EUR,RY Float 11/11/21,EURO MTN, ,NO canadaLC-FLOATE.RS,7,EMTS,N, , ,,,N.A., , ,10000, ,1, , ,N, , ,2, ,N,20211111, ,N .A.,7807776,N, ,Y, ,MATURED,400000,COZP1809A939 Govt,TE,20201111, , ,110411,ESM 0.0 11/11/21,N,European Stability Mechanism Treasury Bill, , , ,1,N,EC,1, , , ,N, , ,canada,N .A., ,ESMTB 0 11/11/21,Govt,Royal Bank of canadanada, ,20211111,N, ,RY, ,N.A.,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered,1,BBG003PGGR21, , ,N.A., ,N,canada,European Stability Mechanism Treasury Bill,N, ,N .A.,1,BM1849785,N,,Y, ,Banks,Financial,BANK,Does Not Apply,Commer Banks Non-United State Of America,N,20076,10010,458,34e184df-7ac9-4ba8-b19e-6cc22f18aae4,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,ef4f4520d49beb0872d3da3a0a370ce5
31.22,MACQUARIE P-2347 TT EQUITY,EUR, ,N,N, ,ESMTB,h1AS ABSTAINERS INSURANCE,S.nat,, ,2,N,IE00B3BFR920, , , , , ,N,AT MATURITY,0.01,N,N .A., ,N.A., , ,, , , , ,20201112,100.60574, ,20211111,N,N,N,canadaD, ,N,,225673284, , ,B38FR92,, , , ,0.01, , , ,1490470000,BILLS, , ,N,N, , , , , ,N,100, , ,MACQUARIE P-2347 TT EQUITY, , ,20201106, ,, , , ,WAS ABSTAINERS INSURANCE, , , , ,canadaD,N, , ,N, ,N, ,BBG000003790,COZP1810A940, ,Y,EURO NON-DOLLAR, , , ,canadaD,ESMTB 0 11/11/21,EURO NON-DOLLAR, ,INTE.REST@MTY,57,N.A.,N, ,33508530, ,,N .A., , ,0.01, ,1, ,Preferred Stock,N, , ,2, ,N, , ,N .A.,189148450,Y, ,N, , ,1490470000,COZP1810A940 Govt,canada,20201112,20220326, ,32208894, ,N,Abstainers Insurance Co, , , ,1,N,canada,2, , , ,N,Anytime, ,LU,N .A., ,ABSTNR 10 PERP A,Govt,European Stability Mechanism, ,21701015, , ,5701540, ,N.A.,N .A.,N.A.,N .A., ,, ,N,N.A., , ,BBG001FL38X7,, ,N .A., ,N,S.nat,Abstainers Insurance Co, ,19881231,N.A.,1,BM3243326,N, ,Y,3864402,Sovereign,Government,SUPRA-NATIONAL, ,Sovereign Agency, ,20055,10008,165,34358798-3176-486d-a0b3-baba42d94538,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,8f8a32f0cac6fce7736c8cfde4210f00
31.592,MACQUARIE P-3034 TT EQUITY,canadaD, ,N,N,A,ABSTNR,ADVANCED FINANCIAL INC,canada,, ,6,N,IE00B3Z72F51, , , , , ,N,PERP/canadaLL,10,N,N.A., ,EPXXXX,2, ,, , , , , , , , ,N,N,N,United State Of AmericaD,1,N,, , , ,B3Z72F5,, , ,,10, , ,,120000,NEW MONEY,4, ,N,N, ,19880926,20220415, , ,N,10, , ,MACQUARIE P-3034 TT EQUITY, , , , ,,, , ,ADVANCED FINANCIAL INC, ,10,20211015, ,United State Of AmericaD,N, ,DTC,Y, ,N, ,BBG000004VJ5,COZP1811A941, ,Y,PUBLIC, , , ,United State Of AmericaD,ABSTNR 10 PERP,PUBLIC,,TYPE PRFD,57,United State Of America,N, ,239354, ,A1V6YG,N .A.,Y, ,10, ,1,19880926,Preferred Stock,Y, , ,2, ,Y, , ,N .A.,500000,Y, ,N,19881015, ,93080,COZP1811A941 Corp,United State Of America, ,20211227, , ,,N,Advanced Energy Recovery Inc,20211213,10,,1,N,United State Of America,4, , , ,N,Anytime, ,United State Of America,N .A.,Optionally,AVFI 10.5 PERP B,Corp, ,EQ0010229700001000,21700110,N, , , ,N .A.,N .A.,N .A.,N .A.,, ,20211213,N,N .A., , ,BBG001FFOCG3,N, ,N .A., ,N,canada,Advanced Energy Recovery Inc						, ,19920611,N .A.,1,3864402,N, ,Y,00753J404,Insurance,Financial,INDUnited State Of AmericaTRIAL, ,Multi-line Insurance, ,20048,10007,135,e7cfb19d-3174-4e54-825e-bc3ab7ee711f,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,6ec1202e65b42b7e2681f9c7728bf76a
31.964,MACQUARIE P-2454 TT EQUITY,United State Of AmericaD, ,N,N,B,AVFI,ALABA11A POWER CO,United State Of America,, ,5,N,IE00B3BFR581,OOTC, , , , ,N,CONV/canadaLL/PERP,4,N,N .A., ,EPXXXX,4, ,, , ,,	,19920611,4,VTR canadaPITAL, ,N,N,N,United State Of AmericaD, ,N,, , ,	,B38FR58,, , , ,100,  ,  , ,400000,NEW MONEY, ,	,N,N,,19951227,20220110,, ,N,4,, ,MACQUARIE P-2454 TT EQUITY, ,,19920604,19920611,16, ,		, ,ALABA11A POWER CO,,10.5,20211010, ,United State Of AmericaD,N,,DTC,Y, ,N, ,BBG0000012N7,COZP1812A942,,Y,PUBLIC, , , ,United State Of AmericaD,AVFI 10 1/2 PERP,PUBLIC, ,TYPE PRFD,57,United State Of America,N,1,102297,, ,N .A., , ,100, ,1,19951227,Preferred Stock,Y, , ,2, ,Y, , ,N .A.,500000,Y,  ,N,19960110, ,363000,COZP1812A942 Pfd,United State Of America,19920611,20211216, , ,APRCP,N,Alabama Power Co,20211213,4, ,1,N,United State Of America,4,		,AVRC,	,N,Anytime,FOLL OR PART ,United State Of America,N .A., ,SO 4.52 PERP,Pfd,	  , ,21700101,N, ,, ,United State Of America,N .A .,N .A .,N .A ., , ,20211213,N,N .A ., , ,BBG001FB3NX3, ,AVRC United State Of America Equity,N .A ., ,N,United State Of America,Alabama Power Co , ,19630515,N .A .,1,00753J404,N,	,Y,10392306,Oil&Gas,Energy,FINANCIAL, ,Oil Comp-Explor&Prodtn, ,20110,10014,265,aa6b1f18-89ea-4b8c-8726-7481bcb3489b,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,394b245c1ddbcf26eaee2e70123c5d1d
32.336,MACQUARIE P-2884 TT EQUITY,United State Of AmericaD, ,N,N, ,S0,ALABA11A POWER CO,United State Of America,, ,5,N,IE0030250330,OOTC, , , , ,N,PERP/canadaLL,100,N,N .A ., ,EPXXXX,4, ,, , , , ,19630515,101.8, , ,N,N,N,United State Of AmericaD, ,N,,  ,,,3025033,,,, ,100, , , ,50000,NEW MONEY , , ,N,N, ,20211216,20220101, , ,N,100, , ,MACQUARIE P-2884 TT EQUITY, ,,19630510, ,16, ,904002,  ,ALABA11A POWER CO, ,4.52,20211001, ,United State Of AmericaD,N, ,DTC,N, ,N, ,BBG0000012W7,COZP1813A943,,Y,PUBLIC, , , ,United State Of AmericaD,SO 4.52 PERP,PUBLIC, ,TYPE PRFD,57,United State Of America,N, ,171317,, ,N .A., , ,100, ,1,20211216,Preferred Stock,Y, , ,2, ,Y, , ,N .A .,500062,Y, ,,20220101, ,50000,COZP1813A943 Govt,United State Of America,19630515,20211216, ,101370,ALPVN,N,Alabama Power Co,20211213,102.93, ,1,N,United State Of America,4, , , ,N,Anytime,FOLL OR PART ,United State Of America,N .A ., ,SO 4.6 PERP AP,Govt,Southern Co/The, ,21700101,N, ,SO, ,United State Of America,N .A .,N .A .,N .A ., , , ,N,N .A ., , ,BBG001FB3NX3, , ,N .A ., ,N,United State Of America,Alabama Power Co						, ,19501024,N .A .,1,10392306,N,,Y,10392405,Electric,Utilities,UTILITY - ELEC, ,Electric-Integrated, ,20110,10014,265,6ae767ad-f193-4b47-9445-fd2a000b6f37,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,2050397e41160a3328987ba96babe35d
32.708,UBS GOALS SERIES 150   ,United State Of AmericaD,N.A., , ,AP,S0,TREASURY BILL,United State Of America,, ,5,N,IE0030250447, , , , , ,N,PERP/canadaLL,100,N,N .A ., ,:)BZIFR,4,,, , , ,,19501024,102.2, , ,Y,N,N,United State Of AmericaD, , ,, ,, ,3025044,, , , ,100, , , ,100000,NEW MONEY , , ,N, ,,20211216,20220101,,,N .A.,100,,N .A.,UBS GOALS SERIES 150   , , ,19501020, , , ,904004,  ,TREASURY BILL,,4.6,20211001, ,United State Of AmericaD,N, , , , ,N.A., ,BBG010VMHVX2,COZP1814A944,, ,PUBLIC,, , ,United State Of AmericaD,SO 4.6 PERP,PUBLIC, ,TYPE PRFD,5,BGN,N,,171317, , ,N .A., , ,100, ,2,20211216,Bill,Y, , ,1, , ,20211112, ,N .A .,10392405,N, ,Y,20220101,N.A.,100000,COZP1814A944 Corp,United State Of America,19501024, , ,101370, ,N,United States Treasury Bill,,104.2, , , ,United State Of America, ,,, ,N, , ,United State Of America,N .A ., ,B 0 11/12/21,Corp,Southern Co/The, ,20211112,N, ,SO, ,N .A.,N.A.,N .A.,N.A., , ,,N,N .A.,Non-Grandfathered, ,BBG001FN4MX1, ,, , , ,United State Of America,United States Treasury Bill, , , , ,20211213,N,,Y,912796H51,Electric,Utilities,UTILITY - ELEC, ,Electric-Integrated, ,20076,10010,459,d4d80b32-d0e8-41d6-bcd7-c79e97846c7a,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,a3292416b3b0c69c0ee04002f830ffe7
0,MACQUARIE BHOR IN EQUITY,United State Of AmericaD,N.A., , , ,B,WI TSY BILL,United State Of America,, ,2,N,IE00B2R52G14, , , , , ,N,NORMAL,100,N,N .A., ,N .A., , ,, , , , ,20210513,0.05, ,20211112,Y,N, ,United State Of AmericaD, , ,, , , ,B2R52G1,, , , ,100, , , ,1.19769, , , ,N, , , , , , ,N .A.,100, ,N .A.,MACQUARIE BHOR IN EQUITY, , , , , , , , ,WI TSY BILL, , , , ,United State Of AmericaD,N, , , , ,N.A., ,BBG012248XKO,COZP1815A945, , ,United State Of America GOVI, , , ,United State Of AmericaD,B 11/12/21,United State Of America GOVERNMENT, ,D ISCOUNT,5,BGN,N, ,349054, ,A2SB95,N.A., , ,100, ,2, ,Bill,N, , ,1, , ,20220210, , ,192941319,N, ,Y, , ,1.19769,COZP1815A945 Pfd,United State Of America, , , ,218252, ,N,United States Treasury Bill - h1I Post Auction, , , , , ,United State Of America, , , , ,N, , ,United State Of America, , ,XIB 0 02/10/22,Pfd,United States of Americanada, ,20220210, , ,3352Z, ,N.A.,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered, ,BBG001FN4N05, , , , , ,United State Of America,United States Treasury Bill - WI Post Auction, , , , ,912796851,N, ,Y,9999X03M7,Sovereiqn,Government,United State Of AmericaGN, ,Sovereiqn, ,20076,10010,459,bf2bca6f-ff44-42d9-bffe-164bd9c48cb4,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,8749b7d951af67d3f7b3c7944cf56995
0,UBS GOALS SERIES 20   ,United State Of AmericaD,N,N,Y, ,XIB,ROYAL BK canadaNADA TORONTO,United State Of America,,N .A.,2,Y,IE00BRJ6HX90, , , , , ,N,NORMAL, ,N,N.A., ,DTVNFR, , ,, , , , ,20211112,0.045, ,20220210,N,N, ,EUR, ,N,, , , ,BRJ6HX9,, , , ,100, , , ,60232000000, , , ,N,N, , , , , ,N,100,  ,N,UBS GOALS SERIES 20   , , , , , ,N .A., , ,ROYAL BK canadaNADA TORONTO, , , , ,EUR,N, , ,N,Y,N,20210812,BBGOOY19VB50,COZP1816A946, ,N,United State Of America GOVI, , , ,EUR,XIB 02/10/22,United State Of America GOVERNMENT, ,D ISCOUNT,198,N.A.,N, ,349057, , ,N.A., ,20211111,100, ,1, , ,N, , ,2, ,N,20211111,O, ,195341532,N, ,Y, ,MATURED,60232000000,COZP1816A946 Govt,TE, , , ,218252, ,N,Royal Bank of canadanada/Toronto, , , ,1,Y,canada,1, , , ,N, , ,United State Of America, , ,RY VO 11/11/21,Govt,United States of Americanada, ,20211111, , ,3352Z,N.A.,N.A. ,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered, ,BBG001H1BMK3, , ,N .A., ,N,United State Of America,Royal Bank of canadanada/Toronto,Y, ,N .A.,1,912796L72,N, ,Y, ,Sovereiqn,Government,United State Of AmericaGN,Seasoned,Sovereiqn,N,20051,10008,675,c600e804-2def-414d-bc55-2afe70624728,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,8172c380418675ac702d589a3a78efc7
N .A.,UBS GOALS SERIES 21   ,EUR,N,N,Y, ,RY,ROYAL BK canadaNADA TORONTO,canada ,,N .A.,20,Y,IE00BRJ6HR31, , , , , ,N,AT MATURITY,10000,N,N .A., ,DTVNGR,, ,, , , , ,20201111,100,RBcanadaN-sole,20211111,N,N,N,GBP, ,N,,224476680, , ,BRJ6HR3,, , , ,100000, ,, ,2500000,SR UNSECURED, , ,N,N, ,20201111,20211111, , ,N,100,1,N,UBS GOALS SERIES 21   , , ,20201028, , ,N .A., , ,ROYAL BK canadaNADA TORONTO, , ,20201111, ,GBP,N,O, ,Y,Y,N,20211111,BBGOOY19VBJ5,COZP1817A947, ,N,EURO MTN, , , ,GBP,RY Float 11/11/21,EURO MTN, ,NO canadaLC-FLOATE.RS,198,N .A.,N, ,7807776, ,  ,N.A., ,20210211,10000, ,1, , ,N, , ,2, ,N,20211111,O,N .A.,188639607,N, ,, ,MATURED,2500000,COZP1817A947 Corp,EN,20201111, , ,110411, ,N,Royal Bank of canadanada/Toronto, , , ,1,Y,canada,4, , , ,N, , ,canada,N .A., ,RY VO 11/11/21 0001,Corp,Royal Bank of canadanada, ,20211111, , ,RY,N.A.,N.A. ,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered,1,BBG001H1BMK3, , ,N .A., ,N,canada,Royal Bank of canadanada/Toronto,Y, ,N .A.,1,BM1849769,N, ,Y, ,Banks,Financial,BANK,Seasoned,Commer Banks Non-United State Of America,N,20051,10008,675,20ae9f49-2c40-47b0-8207-c2ecbf6515ab,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,d492a11896f33f1ff99c81a3a5029642
N .A.,UBS GOALS SERIES 151   ,GBP,N,N,Y,1,RY,ESM BILL,canada ,, ,20,N,IE00BRJ6HS48,EBMX, ,XLUX,SEND, ,N,AT MATURITY,10000,N,N .A., ,DYZCXB,4, ,, , , , ,20201111,100,RBcanadaN-sole,20211111,N,N,N,EUR, ,N,,224476698,, ,BRJ6HS4,, , , ,10000, ,, ,400000,SR UNSECURED, , ,N,N,,20201111,20210211, , ,N,100,4,N,UBS GOALS SERIES 151   , ,,20201028, , , , , ,ESM TBILL, , ,20201111, ,EUR,N,O, ,N, ,N,20210211,BBGOOY3WT4D7,COZP1818A948, ,N,EURO MTN, , ,,EUR,RY Float 11/11/21,EURO MTN, ,NO canadaLC-FLOATE.RS,7,EMTS,N, , ,,  ,N.A., , ,10000, ,1, , ,N, , ,2, ,N,20211111, ,N .A.,7807776,N, ,Y, ,MATURED,400000,COZP1818A948 Pfd,TE,20201111, , ,110411,ESM 0.0 11/11/21,N,European Stability Mechanism Treasury Bill, , , ,1,N,EC,1, , , ,N, , ,canada,N .A., ,ESMTB 0 11/11/21,Pfd,Royal Bank of canadanada, ,20211111,N, ,RY, ,N.A.,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered,1,BBG003PGGR21, , ,N.A., ,N,canada,European Stability Mechanism Treasury Bill,N, ,N .A.,1,BM1849785,N,,Y, ,Banks,Financial,BANK,Does Not Apply,Commer Banks Non-United State Of America,N,20076,10010,458,150163a8-7c2f-45ec-852e-af4bf8e6e613,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,6d29b96cf14d6a87953883c4a8951d7f
0,UBS GOALS SERIES 152   ,EUR, ,N,N, ,ESMTB,h1AS ABSTAINERS INSURANCE,S.nat,, ,2,N,IE00BRJ6HW83, , , , , ,N,AT MATURITY,0.01,N,N .A., ,N.A., , ,, , , , ,20201112,100.60574, ,20211111,N,N,N,canadaD, ,N,,225673284, , ,BRJ6HW8,, , , ,0.01, , , ,1490470000,BILLS, , ,N,N, , , , , ,N,100, , ,UBS GOALS SERIES 152   , , ,20201106, ,, , , ,WAS ABSTAINERS INSURANCE, , , , ,canadaD,N, , ,N, ,N, ,BBG000003790,COZP1819A949, ,Y,EURO NON-DOLLAR, , , ,canadaD,ESMTB 0 11/11/21,EURO NON-DOLLAR, ,INTE.REST@MTY,57,N.A.,N, ,33508530, ,A1V6YG,N .A., , ,0.01, ,1, ,Preferred Stock,N, , ,2, ,N, , ,N .A.,189148450,Y, ,N, , ,1490470000,COZP1819A949 Govt,canada,20201112,20220326, ,32208894, ,N,Abstainers Insurance Co, , , ,1,N,canada,2, , , ,N,Anytime, ,LU,N .A., ,ABSTNR 10 PERP A,Govt,European Stability Mechanism, ,21701015, , ,5701540, ,N.A.,N .A.,N.A.,N .A., ,, ,N,N.A., , ,BBG001FL38X7,, ,N .A., ,N,S.nat,Abstainers Insurance Co, ,19881231,N.A.,1,BM3243326,N, ,Y,3864402,Sovereign,Government,SUPRA-NATIONAL, ,Sovereign Agency, ,20055,10008,165,a25d2f3f-189a-4f8e-aed5-0e682357e895,2021-12-28 05:07:09+00,2021-12-28 05:07:34.985038+00,e068ef64ee64df79760c9d875165d895
